predicted_label|	stack|	buffer|	dependencies|	sentence
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT pawaMgilo nAku xukANaM uMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT pawaMgilo nAku xukANaM uMxi
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT pawaMgilo nAku xukANaM uMxi
LEFTARC#k1|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT pawaMgilo nAku xukANaM uMxi
LEFTARC#k4|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k1')]|	ROOT pawaMgilo nAku xukANaM uMxi
LEFTARC#k7p|	[0, 1, 4]|	[]|	[(4, 3, 'k1'), (4, 2, 'k4')]|	ROOT pawaMgilo nAku xukANaM uMxi
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k1'), (4, 2, 'k4'), (4, 1, 'k7p')]|	ROOT pawaMgilo nAku xukANaM uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT meM eVxureVxurugA uMtAM
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT meM eVxureVxurugA uMtAM
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT meM eVxureVxurugA uMtAM
LEFTARC#adv|	[0, 1, 2, 3]|	[]|	[]|	ROOT meM eVxureVxurugA uMtAM
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'adv')]|	ROOT meM eVxureVxurugA uMtAM
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'adv'), (3, 1, 'k1')]|	ROOT meM eVxureVxurugA uMtAM
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rAjaliMguku xukANaM uMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT rAjaliMguku xukANaM uMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT rAjaliMguku xukANaM uMxi
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT rAjaliMguku xukANaM uMxi
LEFTARC#k4|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT rAjaliMguku xukANaM uMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'k4')]|	ROOT rAjaliMguku xukANaM uMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT nAwo potIpadevAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT nAwo potIpadevAdu
LEFTARC#ras|	[0, 1, 2]|	[]|	[]|	ROOT nAwo potIpadevAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'ras')]|	ROOT nAwo potIpadevAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT panilenivArini ceraxIsevAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT panilenivArini ceraxIsevAdu
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT panilenivArini ceraxIsevAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT panilenivArini ceraxIsevAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT nAmIxa ixI nUriposevAdu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT nAmIxa ixI nUriposevAdu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT nAmIxa ixI nUriposevAdu
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT nAmIxa ixI nUriposevAdu
LEFTARC#k7|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT nAmIxa ixI nUriposevAdu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k7')]|	ROOT nAmIxa ixI nUriposevAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7]|	[]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 1, 2]|	[3, 4, 5, 6, 7]|	[]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 1, 2, 3]|	[4, 5, 6, 7]|	[]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#k1s|	[0, 1, 2, 3, 4]|	[5, 6, 7]|	[]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#k1|	[0, 1, 2, 4]|	[5, 6, 7]|	[(4, 3, 'k1s')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#k7p|	[0, 1, 4]|	[5, 6, 7]|	[(4, 3, 'k1s'), (4, 2, 'k1')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 4]|	[5, 6, 7]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#ccof|	[0, 4, 5]|	[6, 7]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 5]|	[6, 7]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p'), (5, 4, 'ccof')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0, 5, 6]|	[7]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p'), (5, 4, 'ccof')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#k2|	[0, 5, 6, 7]|	[]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p'), (5, 4, 'ccof')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
LEFTARC#vmod|	[0, 5, 7]|	[]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p'), (5, 4, 'ccof'), (7, 6, 'k2')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
RIGHTARC#root|	[0, 7]|	[]|	[(4, 3, 'k1s'), (4, 2, 'k1'), (4, 1, 'k7p'), (5, 4, 'ccof'), (7, 6, 'k2'), (7, 5, 'vmod')]|	ROOT xukANaMlo sarukulu maMcivi . ani aMxariwo anevAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
LEFTARC#k2|	[0, 1, 2]|	[3, 4]|	[]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k2')]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'k2')]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
LEFTARC#k1|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k2')]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'k1')]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'k1'), (4, 2, 'vmod')]|	ROOT sarukulu koVnadAniki weVlivi kAvAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ammadAniki weVlivi kAvAli
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT ammadAniki weVlivi kAvAli
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT ammadAniki weVlivi kAvAli
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT ammadAniki weVlivi kAvAli
LEFTARC#vmod|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT ammadAniki weVlivi kAvAli
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'vmod')]|	ROOT ammadAniki weVlivi kAvAli
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 1]|	[2, 3, 4, 5, 6, 7]|	[]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 1, 2]|	[3, 4, 5, 6, 7]|	[]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#pof|	[0, 1, 2, 3]|	[4, 5, 6, 7]|	[]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#k1|	[0, 1, 3]|	[4, 5, 6, 7]|	[(3, 2, 'pof')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 3]|	[4, 5, 6, 7]|	[(3, 2, 'pof'), (3, 1, 'k1')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#ccof|	[0, 3, 4]|	[5, 6, 7]|	[(3, 2, 'pof'), (3, 1, 'k1')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 4]|	[5, 6, 7]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 4, 5]|	[6, 7]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0, 4, 5, 6]|	[7]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#k4|	[0, 4, 5, 6, 7]|	[]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#k1|	[0, 4, 5, 7]|	[]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof'), (7, 6, 'k4')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
LEFTARC#k2|	[0, 4, 7]|	[]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof'), (7, 6, 'k4'), (7, 5, 'k1')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
RIGHTARC#root|	[0, 7]|	[]|	[(3, 2, 'pof'), (3, 1, 'k1'), (4, 3, 'ccof'), (7, 6, 'k4'), (7, 5, 'k1'), (7, 4, 'k2')]|	ROOT xurASa paniki rAxu ani nenu rAjaliMguwo annAnu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ayinA rAjaliMgu mAta vinalexu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT ayinA rAjaliMgu mAta vinalexu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT ayinA rAjaliMgu mAta vinalexu
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT ayinA rAjaliMgu mAta vinalexu
LEFTARC#k2|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT ayinA rAjaliMgu mAta vinalexu
LEFTARC#k1|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k2')]|	ROOT ayinA rAjaliMgu mAta vinalexu
RIGHTARC#ccof|	[0, 1, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'k1')]|	ROOT ayinA rAjaliMgu mAta vinalexu
RIGHTARC#root|	[0, 1]|	[]|	[(4, 3, 'k2'), (4, 2, 'k1'), (1, 4, 'ccof')]|	ROOT ayinA rAjaliMgu mAta vinalexu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT rAnurAnU nA kopaM peVrigiMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT rAnurAnU nA kopaM peVrigiMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT rAnurAnU nA kopaM peVrigiMxi
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT rAnurAnU nA kopaM peVrigiMxi
LEFTARC#k1|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT rAnurAnU nA kopaM peVrigiMxi
LEFTARC#k2|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k1')]|	ROOT rAnurAnU nA kopaM peVrigiMxi
LEFTARC#adv|	[0, 1, 4]|	[]|	[(4, 3, 'k1'), (4, 2, 'k2')]|	ROOT rAnurAnU nA kopaM peVrigiMxi
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k1'), (4, 2, 'k2'), (4, 1, 'adv')]|	ROOT rAnurAnU nA kopaM peVrigiMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
SHIFT|	[0, 1, 2, 3]|	[4]|	[]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
LEFTARC#k2|	[0, 1, 2, 3, 4]|	[]|	[]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
LEFTARC#k1|	[0, 1, 2, 4]|	[]|	[(4, 3, 'k2')]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
LEFTARC#k7t|	[0, 1, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'k1')]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
RIGHTARC#root|	[0, 4]|	[]|	[(4, 3, 'k2'), (4, 2, 'k1'), (4, 1, 'k7t')]|	ROOT oVkasAri nenu mirapakAyalu koVnnAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT kAlaMlo koVnnAnu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT kAlaMlo koVnnAnu
LEFTARC#k7|	[0, 1, 2]|	[]|	[]|	ROOT kAlaMlo koVnnAnu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k7')]|	ROOT kAlaMlo koVnnAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT saMculu koVnnAnu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT saMculu koVnnAnu
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT saMculu koVnnAnu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT saMculu koVnnAnu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT eVMdina waravAwa xAcAnu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT eVMdina waravAwa xAcAnu
LEFTARC#ccof|	[0, 1, 2]|	[3]|	[]|	ROOT eVMdina waravAwa xAcAnu
SHIFT|	[0, 2]|	[3]|	[(2, 1, 'ccof')]|	ROOT eVMdina waravAwa xAcAnu
LEFTARC#vmod|	[0, 2, 3]|	[]|	[(2, 1, 'ccof')]|	ROOT eVMdina waravAwa xAcAnu
RIGHTARC#root|	[0, 3]|	[]|	[(2, 1, 'ccof'), (3, 2, 'vmod')]|	ROOT eVMdina waravAwa xAcAnu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT edAxi gaxilo uMcAnu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT edAxi gaxilo uMcAnu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT edAxi gaxilo uMcAnu
LEFTARC#k7p|	[0, 1, 2, 3]|	[]|	[]|	ROOT edAxi gaxilo uMcAnu
LEFTARC#k7t|	[0, 1, 3]|	[]|	[(3, 2, 'k7p')]|	ROOT edAxi gaxilo uMcAnu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k7p'), (3, 1, 'k7t')]|	ROOT edAxi gaxilo uMcAnu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT edu paMtalu paMdalexu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT edu paMtalu paMdalexu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT edu paMtalu paMdalexu
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT edu paMtalu paMdalexu
LEFTARC#k7t|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT edu paMtalu paMdalexu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'k7t')]|	ROOT edu paMtalu paMdalexu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT paMta sarigA rAlexu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT paMta sarigA rAlexu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT paMta sarigA rAlexu
LEFTARC#adv|	[0, 1, 2, 3]|	[]|	[]|	ROOT paMta sarigA rAlexu
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'adv')]|	ROOT paMta sarigA rAlexu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'adv'), (3, 1, 'k1')]|	ROOT paMta sarigA rAlexu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT anukokuMdA Xara peVrigiMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT anukokuMdA Xara peVrigiMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT anukokuMdA Xara peVrigiMxi
LEFTARC#k1|	[0, 1, 2, 3]|	[]|	[]|	ROOT anukokuMdA Xara peVrigiMxi
LEFTARC#vmod|	[0, 1, 3]|	[]|	[(3, 2, 'k1')]|	ROOT anukokuMdA Xara peVrigiMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k1'), (3, 1, 'vmod')]|	ROOT anukokuMdA Xara peVrigiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT bAgA peVrigiMxi
SHIFT|	[0, 1]|	[2]|	[]|	ROOT bAgA peVrigiMxi
LEFTARC#adv|	[0, 1, 2]|	[]|	[]|	ROOT bAgA peVrigiMxi
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'adv')]|	ROOT bAgA peVrigiMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
SHIFT|	[0, 1, 2]|	[3, 4]|	[]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
LEFTARC#rbmod__relc|	[0, 1, 2, 3]|	[4]|	[]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
SHIFT|	[0, 1, 3]|	[4]|	[(3, 2, 'rbmod__relc')]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
LEFTARC#adv|	[0, 1, 3, 4]|	[]|	[(3, 2, 'rbmod__relc')]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
LEFTARC#k1|	[0, 1, 4]|	[]|	[(3, 2, 'rbmod__relc'), (4, 3, 'adv')]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
RIGHTARC#root|	[0, 4]|	[]|	[(3, 2, 'rbmod__relc'), (4, 3, 'adv'), (4, 1, 'k1')]|	ROOT nenu koVnnaxAniki mUdiMwalu peVrigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT nA paxisaMculu ammAnu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT nA paxisaMculu ammAnu
LEFTARC#r6|	[0, 1, 2]|	[3]|	[]|	ROOT nA paxisaMculu ammAnu
SHIFT|	[0, 2]|	[3]|	[(2, 1, 'r6')]|	ROOT nA paxisaMculu ammAnu
LEFTARC#k2|	[0, 2, 3]|	[]|	[(2, 1, 'r6')]|	ROOT nA paxisaMculu ammAnu
RIGHTARC#root|	[0, 3]|	[]|	[(2, 1, 'r6'), (3, 2, 'k2')]|	ROOT nA paxisaMculu ammAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT lABaM gadiMcAnu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT lABaM gadiMcAnu
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT lABaM gadiMcAnu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT lABaM gadiMcAnu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ixi nota pAkiMxi
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT ixi nota pAkiMxi
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT ixi nota pAkiMxi
LEFTARC#k7p|	[0, 1, 2, 3]|	[]|	[]|	ROOT ixi nota pAkiMxi
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'k7p')]|	ROOT ixi nota pAkiMxi
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k7p'), (3, 1, 'k1')]|	ROOT ixi nota pAkiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rAjaliMguku weVlisiMxi
SHIFT|	[0, 1]|	[2]|	[]|	ROOT rAjaliMguku weVlisiMxi
LEFTARC#k4|	[0, 1, 2]|	[]|	[]|	ROOT rAjaliMguku weVlisiMxi
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k4')]|	ROOT rAjaliMguku weVlisiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT weVlivigA saMpAxiMcAli
SHIFT|	[0, 1]|	[2]|	[]|	ROOT weVlivigA saMpAxiMcAli
LEFTARC#adv|	[0, 1, 2]|	[]|	[]|	ROOT weVlivigA saMpAxiMcAli
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'adv')]|	ROOT weVlivigA saMpAxiMcAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT saruku koVni nilava uMcAli
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT saruku koVni nilava uMcAli
LEFTARC#k2|	[0, 1, 2]|	[3, 4]|	[]|	ROOT saruku koVni nilava uMcAli
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k2')]|	ROOT saruku koVni nilava uMcAli
SHIFT|	[0, 2, 3]|	[4]|	[(2, 1, 'k2')]|	ROOT saruku koVni nilava uMcAli
LEFTARC#pof|	[0, 2, 3, 4]|	[]|	[(2, 1, 'k2')]|	ROOT saruku koVni nilava uMcAli
LEFTARC#vmod|	[0, 2, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'pof')]|	ROOT saruku koVni nilava uMcAli
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k2'), (4, 3, 'pof'), (4, 2, 'vmod')]|	ROOT saruku koVni nilava uMcAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT edu ammAli ani anukunnAdu
SHIFT|	[0, 1]|	[2, 3, 4]|	[]|	ROOT edu ammAli ani anukunnAdu
LEFTARC#k7t|	[0, 1, 2]|	[3, 4]|	[]|	ROOT edu ammAli ani anukunnAdu
SHIFT|	[0, 2]|	[3, 4]|	[(2, 1, 'k7t')]|	ROOT edu ammAli ani anukunnAdu
LEFTARC#ccof|	[0, 2, 3]|	[4]|	[(2, 1, 'k7t')]|	ROOT edu ammAli ani anukunnAdu
SHIFT|	[0, 3]|	[4]|	[(2, 1, 'k7t'), (3, 2, 'ccof')]|	ROOT edu ammAli ani anukunnAdu
LEFTARC#vmod|	[0, 3, 4]|	[]|	[(2, 1, 'k7t'), (3, 2, 'ccof')]|	ROOT edu ammAli ani anukunnAdu
RIGHTARC#root|	[0, 4]|	[]|	[(2, 1, 'k7t'), (3, 2, 'ccof'), (4, 3, 'vmod')]|	ROOT edu ammAli ani anukunnAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT saMculu KarIxu ceSAdu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT saMculu KarIxu ceSAdu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT saMculu KarIxu ceSAdu
LEFTARC#pof|	[0, 1, 2, 3]|	[]|	[]|	ROOT saMculu KarIxu ceSAdu
LEFTARC#k1|	[0, 1, 3]|	[]|	[(3, 2, 'pof')]|	ROOT saMculu KarIxu ceSAdu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'pof'), (3, 1, 'k1')]|	ROOT saMculu KarIxu ceSAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT iMtiki ceraveSAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT iMtiki ceraveSAdu
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT iMtiki ceraveSAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT iMtiki ceraveSAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT uppu xAcAli sarEna jAgA kAvAli
SHIFT|	[0, 1]|	[2, 3, 4, 5]|	[]|	ROOT uppu xAcAli sarEna jAgA kAvAli
LEFTARC#k2|	[0, 1, 2]|	[3, 4, 5]|	[]|	ROOT uppu xAcAli sarEna jAgA kAvAli
SHIFT|	[0, 2]|	[3, 4, 5]|	[(2, 1, 'k2')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
SHIFT|	[0, 2, 3]|	[4, 5]|	[(2, 1, 'k2')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
LEFTARC#nmod|	[0, 2, 3, 4]|	[5]|	[(2, 1, 'k2')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
SHIFT|	[0, 2, 4]|	[5]|	[(2, 1, 'k2'), (4, 3, 'nmod')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
LEFTARC#k2|	[0, 2, 4, 5]|	[]|	[(2, 1, 'k2'), (4, 3, 'nmod')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
LEFTARC#vmod|	[0, 2, 5]|	[]|	[(2, 1, 'k2'), (4, 3, 'nmod'), (5, 4, 'k2')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
RIGHTARC#root|	[0, 5]|	[]|	[(2, 1, 'k2'), (4, 3, 'nmod'), (5, 4, 'k2'), (5, 2, 'vmod')]|	ROOT uppu xAcAli sarEna jAgA kAvAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gaxilo saMculu uMcAdu
SHIFT|	[0, 1]|	[2, 3]|	[]|	ROOT gaxilo saMculu uMcAdu
SHIFT|	[0, 1, 2]|	[3]|	[]|	ROOT gaxilo saMculu uMcAdu
LEFTARC#k2|	[0, 1, 2, 3]|	[]|	[]|	ROOT gaxilo saMculu uMcAdu
LEFTARC#k7p|	[0, 1, 3]|	[]|	[(3, 2, 'k2')]|	ROOT gaxilo saMculu uMcAdu
RIGHTARC#root|	[0, 3]|	[]|	[(3, 2, 'k2'), (3, 1, 'k7p')]|	ROOT gaxilo saMculu uMcAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT wAlYaM veSAdu
SHIFT|	[0, 1]|	[2]|	[]|	ROOT wAlYaM veSAdu
LEFTARC#k2|	[0, 1, 2]|	[]|	[]|	ROOT wAlYaM veSAdu
RIGHTARC#root|	[0, 2]|	[]|	[(2, 1, 'k2')]|	ROOT wAlYaM veSAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVlalu gadicAyi
SHIFT|	[0, 1]|	[2]|	[]|	ROOT neVlalu gadicAyi
LEFTARC#k1|	[0, 1, 2]|	[]|	[]|	ROOT neVlalu gadicAyi
